tourney_id,tourney_name,surface,drap1_size,tourney_level,tourney_date,match_num,p1_id,p1_name,p1_hand,p1_ioc,p1_age,p1_rank,p1_rank_points,p2_id,p2_name,p2_hand,p2_ioc,p2_age,p2_rank,p2_rank_points,p1_win_prob_20w,p1_ace_prob_20w,p1_df_prob_20w,p1_svptWon_prob_20w,p2_win_prob_20w,p2_ace_prob_20w,p2_df_prob_20w,p2_svptWon_prob_20w,p1_surface_win_prob_20w,p2_surface_win_prob_20w,p1_win,diff_points
2016-0301,Auckland,Hard,32.0,A,20160111.0,275.0,105023.0,Sam Querrey,R,USA,28.26283368,60.0,785.0,105379.0,Aljaz Bedene,R,GBR,26.48323066,49.0,867.0,,,,,0.75,0.10666666666666667,0.018666666666666668,0.6986666666666667,,0.75,0,1
2016-M001,Sydney,Hard,32.0,A,20160111.0,275.0,109739.0,Maximilian Marterer,L,GER,20.57494867,265.0,203.0,104655.0,Pablo Cuevas,R,URU,30.02600958,41.0,1065.0,,,,,,,,,,,0,4
2016-0301,Auckland,Hard,32.0,A,20160111.0,276.0,105385.0,Donald Young,L,USA,26.46954141,46.0,907.0,110686.0,Finn Tearney,R,NZL,25.28952772,365.0,123.0,,,,,,,,,,,1,8
2016-M001,Sydney,Hard,32.0,A,20160111.0,276.0,104620.0,Simone Bolelli,R,ITA,30.258726899999996,58.0,790.0,105512.0,Alexander Sarkissian,R,USA,25.77412731,195.0,260.0,0.0,0.022988505747126436,0.011494252873563218,0.5862068965517241,,,,,0.0,,0,7
2016-0301,Auckland,Hard,32.0,A,20160111.0,277.0,105138.0,Roberto Bautista Agut,R,ESP,27.74264203,25.0,1480.0,106210.0,Jiri Vesely,L,CZE,22.50513347,42.0,1057.0,0.5,0.06432748538011696,0.03508771929824561,0.6198830409356725,,,,,0.5,,1,5
2016-M001,Sydney,Hard,32.0,A,20160111.0,277.0,105238.0,Alexandr Dolgopolov,R,UKR,27.17590691,36.0,1135.0,105064.0,Thomaz Bellucci,L,BRA,28.03285421,37.0,1105.0,,,,,0.0,0.10606060606060606,0.030303030303030304,0.6060606060606061,,0.0,1,5
2016-0301,Auckland,Hard,32.0,A,20160111.0,278.0,105577.0,Vasek Pospisil,R,CAN,25.5523614,39.0,1075.0,103333.0,Ivo Karlovic,R,CRO,36.867898700000005,23.0,1485.0,0.0,0.10810810810810811,0.02702702702702703,0.6621621621621622,,,,,0.0,,0,4
2016-M001,Sydney,Hard,32.0,A,20160111.0,278.0,104312.0,Andreas Seppi,R,ITA,31.88774812,29.0,1270.0,104797.0,Denis Istomin,R,UZB,29.34428474,61.0,781.0,1.0,0.0660377358490566,0.02830188679245283,0.5,0.0,0.11320754716981132,0.0,0.6415094339622641,1.0,0.0,1,4
2016-0301,Auckland,Hard,32.0,A,20160111.0,279.0,103607.0,Victor Estrella,R,DOM,35.44147844,56.0,797.0,106058.0,Jack Sock,R,USA,23.29637235,26.0,1465.0,,,,,,,,,,,0,1
2016-M001,Sydney,Hard,32.0,A,20160111.0,279.0,105173.0,Adrian Mannarino,L,FRA,27.53456537,44.0,985.0,103917.0,Nicolas Mahut,R,FRA,33.97125257,71.0,710.0,,,,,0.0,0.08,0.02,0.62,,0.0,0,3
2016-0301,Auckland,Hard,32.0,A,20160111.0,280.0,104665.0,Pablo Andujar,R,ESP,29.96577687,59.0,790.0,104898.0,Robin Haase,R,NED,28.76659822,64.0,750.0,0.5,0.02142857142857143,0.014285714285714285,0.5857142857142857,0.5,0.08053691275167785,0.006711409395973154,0.5906040268456376,0.5,0.5,0,14
2016-M001,Sydney,Hard,32.0,A,20160111.0,280.0,105357.0,John Millman,R,AUS,26.57631759,93.0,611.0,103990.0,Tommy Robredo,R,ESP,33.69746749,43.0,1000.0,0.0,0.050955414012738856,0.03184713375796178,0.5796178343949044,,,,,0.0,,0,15
2016-0301,Auckland,Hard,32.0,A,20160111.0,282.0,105332.0,Benoit Paire,R,FRA,26.67761807,18.0,1703.0,105030.0,Michael Venus,R,NZL,28.23819302,679.0,41.0,0.6666666666666666,0.11483253588516747,0.05263157894736842,0.5980861244019139,,,,,0.6666666666666666,,1,1
2016-M001,Sydney,Hard,32.0,A,20160111.0,282.0,104559.0,Teymuraz Gabashvili,R,RUS,30.63655031,50.0,863.0,104919.0,Leonardo Mayer,R,ARG,28.65982204,35.0,1150.0,1.0,0.037037037037037035,0.044444444444444446,0.6518518518518519,0.6666666666666666,0.07058823529411765,0.058823529411764705,0.6235294117647059,1.0,0.6666666666666666,0,3
2016-0301,Auckland,Hard,32.0,A,20160111.0,283.0,104198.0,Guillermo Garcia Lopez,R,ESP,32.60506502,27.0,1430.0,104586.0,Lukas Rosol,R,CZE,30.46680356,54.0,802.0,0.6666666666666666,0.0653061224489796,0.02857142857142857,0.6408163265306123,0.5,0.09333333333333334,0.05333333333333334,0.5933333333333334,0.6666666666666666,0.5,0,2
2016-M001,Sydney,Hard,32.0,A,20160111.0,283.0,105032.0,Samuel Groth,R,AUS,28.22997947,66.0,747.0,105643.0,Federico Delbonis,L,ARG,25.26762491,52.0,815.0,0.0,0.13095238095238096,0.03571428571428571,0.5833333333333334,,,,,0.0,,0,10
2016-0301,Auckland,Hard,32.0,A,20160111.0,284.0,105449.0,Steve Johnson,R,USA,26.04791239,32.0,1240.0,105881.0,Matthew Barton,R,AUS,24.06570842,299.0,167.0,0.0,0.04838709677419355,0.0,0.5483870967741935,,,,,0.0,,0,6
2016-M001,Sydney,Hard,32.0,A,20160111.0,284.0,105373.0,Martin Klizan,L,SVK,26.50239562,45.0,955.0,111442.0,Jordan Thompson,R,AUS,21.72758385,149.0,402.0,1.0,0.07272727272727272,0.09090909090909091,0.4909090909090909,,,,,1.0,,0,2
2016-0301,Auckland,Hard,32.0,A,20160111.0,286.0,104542.0,Jo Wilfried Tsonga,R,FRA,30.73511294,10.0,2635.0,104259.0,Philipp Kohlschreiber,R,GER,32.23819302,34.0,1185.0,,,,,1.0,0.05555555555555555,0.06944444444444445,0.7222222222222222,,1.0,1,7
2016-M001,Sydney,Hard,32.0,A,20160111.0,286.0,106233.0,Dominic Thiem,R,AUT,22.35455168,20.0,1645.0,104180.0,Gilles Muller,L,LUX,32.67624914,38.0,1105.0,0.5,0.07196969696969698,0.026515151515151516,0.6818181818181818,0.6666666666666666,0.22167487684729065,0.04926108374384237,0.729064039408867,0.5,0.6666666666666666,0,0
2016-0301,Auckland,Hard,32.0,A,20160111.0,287.0,104926.0,Fabio Fognini,R,ITA,28.63518138,21.0,1515.0,105217.0,Thiemo De Bakker,R,NED,27.310061600000004,100.0,582.0,1.0,0.045454545454545456,0.07272727272727272,0.5272727272727272,0.0,0.13333333333333333,0.0,0.8888888888888888,1.0,0.0,1,10
2016-M001,Sydney,Hard,32.0,A,20160111.0,287.0,104871.0,Jeremy Chardy,R,FRA,28.91170431,31.0,1255.0,105902.0,James Duckworth,R,AUS,23.97262149,134.0,447.0,1.0,0.2,0.03684210526315789,0.7,0.5,0.10303030303030303,0.01818181818181818,0.6424242424242425,1.0,0.5,1,13
2016-0301,Auckland,Hard,32.0,A,20160111.0,288.0,104545.0,John Isner,R,USA,30.71047228,11.0,2495.0,105023.0,Sam Querrey,R,USA,28.26283368,60.0,785.0,,,,,0.0,0.24175824175824176,0.03296703296703297,0.7362637362637363,,0.0,1,7
2016-M001,Sydney,Hard,32.0,A,20160111.0,288.0,105777.0,Grigor Dimitrov,R,BUL,24.65708419,28.0,1315.0,104655.0,Pablo Cuevas,R,URU,30.02600958,41.0,1065.0,0.6666666666666666,0.08278145695364239,0.039735099337748346,0.652317880794702,1.0,0.15,0.06666666666666667,0.7333333333333333,0.6666666666666666,1.0,1,4
2016-0301,Auckland,Hard,32.0,A,20160111.0,289.0,105138.0,Roberto Bautista Agut,R,ESP,27.74264203,25.0,1480.0,105385.0,Donald Young,L,USA,26.46954141,46.0,907.0,0.6666666666666666,0.06722689075630252,0.025210084033613446,0.6428571428571429,1.0,0.08333333333333333,0.05,0.6,0.6666666666666666,1.0,1,6
2016-M001,Sydney,Hard,32.0,A,20160111.0,289.0,105238.0,Alexandr Dolgopolov,R,UKR,27.17590691,36.0,1135.0,105512.0,Alexander Sarkissian,R,USA,25.77412731,195.0,260.0,1.0,0.14583333333333334,0.0,0.7708333333333334,1.0,0.12903225806451613,0.016129032258064516,0.7258064516129032,1.0,1.0,1,4
2016-0301,Auckland,Hard,32.0,A,20160111.0,290.0,106058.0,Jack Sock,R,USA,23.29637235,26.0,1465.0,105577.0,Vasek Pospisil,R,CAN,25.5523614,39.0,1075.0,1.0,0.18604651162790697,0.046511627906976744,0.7906976744186046,0.0,0.14388489208633093,0.014388489208633094,0.7266187050359713,1.0,0.0,1,1
2016-M001,Sydney,Hard,32.0,A,20160111.0,290.0,104312.0,Andreas Seppi,R,ITA,31.88774812,29.0,1270.0,103917.0,Nicolas Mahut,R,FRA,33.97125257,71.0,710.0,1.0,0.054945054945054944,0.03296703296703297,0.5494505494505495,0.5,0.07079646017699115,0.017699115044247787,0.6017699115044248,1.0,0.5,0,0
2016-0301,Auckland,Hard,32.0,A,20160111.0,291.0,104898.0,Robin Haase,R,NED,28.76659822,64.0,750.0,104731.0,Kevin Anderson,R,RSA,29.65092402,12.0,2475.0,0.6666666666666666,0.07582938388625593,0.014218009478672985,0.6208530805687204,,,,,0.6666666666666666,,0,1
2016-M001,Sydney,Hard,32.0,A,20160111.0,291.0,104678.0,Viktor Troicki,R,SRB,29.91649555,22.0,1487.0,103990.0,Tommy Robredo,R,ESP,33.69746749,43.0,1000.0,0.5,0.06818181818181818,0.017045454545454544,0.6534090909090909,1.0,0.07692307692307693,0.01282051282051282,0.6538461538461539,0.5,1.0,1,7
2016-0301,Auckland,Hard,32.0,A,20160111.0,292.0,105332.0,Benoit Paire,R,FRA,26.67761807,18.0,1703.0,104586.0,Lukas Rosol,R,CZE,30.46680356,54.0,802.0,0.75,0.11589403973509933,0.056291390728476824,0.6192052980132451,0.6666666666666666,0.10666666666666667,0.044444444444444446,0.6311111111111111,0.75,0.6666666666666666,0,15
2016-M001,Sydney,Hard,32.0,A,20160111.0,292.0,104559.0,Teymuraz Gabashvili,R,RUS,30.63655031,50.0,863.0,105643.0,Federico Delbonis,L,ARG,25.26762491,52.0,815.0,0.6666666666666666,0.052083333333333336,0.0625,0.6354166666666666,1.0,0.06756756756756757,0.02702702702702703,0.7162162162162162,0.6666666666666666,1.0,1,7
2016-0301,Auckland,Hard,32.0,A,20160111.0,293.0,103970.0,David Ferrer,R,ESP,33.77686516,8.0,4055.0,105881.0,Matthew Barton,R,AUS,24.06570842,299.0,167.0,0.0,0.03260869565217391,0.09782608695652174,0.5869565217391305,1.0,0.14285714285714285,0.01098901098901099,0.6703296703296703,0.0,1.0,1,1
2016-M001,Sydney,Hard,32.0,A,20160111.0,293.0,106071.0,Bernard Tomic,R,AUS,23.22245038,17.0,1720.0,111442.0,Jordan Thompson,R,AUS,21.72758385,149.0,402.0,0.75,0.1440677966101695,0.014124293785310734,0.6497175141242938,1.0,0.15625,0.03125,0.75,0.75,1.0,1,9
2016-0301,Auckland,Hard,32.0,A,20160111.0,294.0,104926.0,Fabio Fognini,R,ITA,28.63518138,21.0,1515.0,104542.0,Jo Wilfried Tsonga,R,FRA,30.73511294,10.0,2635.0,1.0,0.0472972972972973,0.060810810810810814,0.581081081081081,1.0,0.07142857142857142,0.017857142857142856,0.75,1.0,1.0,0,2
2016-M001,Sydney,Hard,32.0,A,20160111.0,294.0,104180.0,Gilles Muller,L,LUX,32.67624914,38.0,1105.0,104871.0,Jeremy Chardy,R,FRA,28.91170431,31.0,1255.0,0.75,0.1984126984126984,0.04365079365079365,0.7341269841269841,1.0,0.17228464419475656,0.0449438202247191,0.6928838951310862,0.75,1.0,0,2
2016-0301,Auckland,Hard,32.0,A,20160111.0,295.0,104545.0,John Isner,R,USA,30.71047228,11.0,2495.0,105138.0,Roberto Bautista Agut,R,ESP,27.74264203,25.0,1480.0,1.0,0.28703703703703703,0.037037037037037035,0.7685185185185185,0.75,0.07717041800643087,0.02572347266881029,0.662379421221865,1.0,0.75,0,5
2016-M001,Sydney,Hard,32.0,A,20160111.0,295.0,105777.0,Grigor Dimitrov,R,BUL,24.65708419,28.0,1315.0,105238.0,Alexandr Dolgopolov,R,UKR,27.17590691,36.0,1135.0,0.75,0.08333333333333333,0.043010752688172046,0.6666666666666666,1.0,0.1588785046728972,0.009345794392523364,0.7476635514018691,0.75,1.0,1,3
2016-0301,Auckland,Hard,32.0,A,20160111.0,296.0,104731.0,Kevin Anderson,R,RSA,29.65092402,12.0,2475.0,106058.0,Jack Sock,R,USA,23.29637235,26.0,1465.0,1.0,0.09411764705882353,0.03529411764705882,0.6705882352941176,1.0,0.1702127659574468,0.05319148936170213,0.7659574468085106,1.0,1.0,0,3
2016-M001,Sydney,Hard,32.0,A,20160111.0,296.0,103917.0,Nicolas Mahut,R,FRA,33.97125257,71.0,710.0,104678.0,Viktor Troicki,R,SRB,29.91649555,22.0,1487.0,0.6666666666666666,0.08426966292134831,0.016853932584269662,0.6067415730337079,0.6666666666666666,0.09009009009009009,0.03153153153153153,0.6756756756756757,0.6666666666666666,0.6666666666666666,0,3
2016-0301,Auckland,Hard,32.0,A,20160111.0,297.0,103970.0,David Ferrer,R,ESP,33.77686516,8.0,4055.0,104586.0,Lukas Rosol,R,CZE,30.46680356,54.0,802.0,0.5,0.02877697841726619,0.06474820143884892,0.6474820143884892,0.75,0.08754208754208755,0.04040404040404041,0.6430976430976431,0.5,0.75,1,2
2016-M001,Sydney,Hard,32.0,A,20160111.0,297.0,106071.0,Bernard Tomic,R,AUS,23.22245038,17.0,1720.0,104559.0,Teymuraz Gabashvili,R,RUS,30.63655031,50.0,863.0,0.8,0.1450381679389313,0.01272264631043257,0.6666666666666666,0.75,0.05668016194331984,0.048582995951417005,0.6558704453441295,0.8,0.75,0,5
2016-0301,Auckland,Hard,32.0,A,20160111.0,298.0,104542.0,Jo Wilfried Tsonga,R,FRA,30.73511294,10.0,2635.0,105138.0,Roberto Bautista Agut,R,ESP,27.74264203,25.0,1480.0,1.0,0.12213740458015267,0.030534351145038167,0.7404580152671756,0.8,0.06947890818858561,0.03225806451612903,0.6550868486352357,1.0,0.8,0,2
2016-M001,Sydney,Hard,32.0,A,20160111.0,298.0,104180.0,Gilles Muller,L,LUX,32.67624914,38.0,1105.0,105777.0,Grigor Dimitrov,R,BUL,24.65708419,28.0,1315.0,0.6,0.2057877813504823,0.05144694533762058,0.7395498392282959,0.8,0.08836206896551724,0.040948275862068964,0.6724137931034483,0.6,0.8,0,3
2016-0301,Auckland,Hard,32.0,A,20160111.0,299.0,106058.0,Jack Sock,R,USA,23.29637235,26.0,1465.0,103970.0,David Ferrer,R,ESP,33.77686516,8.0,4055.0,1.0,0.13529411764705881,0.052941176470588235,0.7411764705882353,0.6666666666666666,0.04568527918781726,0.050761421319796954,0.6700507614213198,1.0,0.6666666666666666,0,0
2016-M001,Sydney,Hard,32.0,A,20160111.0,299.0,104559.0,Teymuraz Gabashvili,R,RUS,30.63655031,50.0,863.0,104678.0,Viktor Troicki,R,SRB,29.91649555,22.0,1487.0,0.8,0.0625,0.04861111111111111,0.65625,0.75,0.08609271523178808,0.033112582781456956,0.6754966887417219,0.8,0.75,0,7
2016-0301,Auckland,Hard,32.0,A,20160111.0,300.0,105138.0,Roberto Bautista Agut,R,ESP,27.74264203,25.0,1480.0,106058.0,Jack Sock,R,USA,23.29637235,26.0,1465.0,0.8333333333333334,0.060546875,0.03515625,0.65625,0.75,0.1518987341772152,0.04219409282700422,0.729957805907173,0.8333333333333334,0.75,1,9
2016-M001,Sydney,Hard,32.0,A,20160111.0,300.0,104678.0,Viktor Troicki,R,SRB,29.91649555,22.0,1487.0,105777.0,Grigor Dimitrov,R,BUL,24.65708419,28.0,1315.0,0.8,0.09462915601023018,0.02557544757033248,0.6649616368286445,0.8333333333333334,0.09125475285171103,0.03612167300380228,0.6863117870722434,0.8,0.8333333333333334,1,9
2016-580,Australian Open,Hard,128.0,G,20160118.0,100.0,104925.0,Novak Djokovic,R,SRB,28.65982204,1.0,16790.0,111202.0,Hyeon Chung,R,KOR,19.6659822,52.0,821.0,1.0,0.05363984674329502,0.01532567049808429,0.7126436781609196,0.5,0.046052631578947366,0.03289473684210526,0.6578947368421053,1.0,0.5,1,7
2016-580,Australian Open,Hard,128.0,G,20160118.0,101.0,111460.0,Quentin Halys,R,FRA,19.22792608,187.0,274.0,104471.0,Ivan Dodig,R,CRO,31.04175222,78.0,678.0,,,,,0.5,0.1476510067114094,0.026845637583892617,0.6778523489932886,,0.5,0,4
2016-580,Australian Open,Hard,128.0,G,20160118.0,102.0,105936.0,Filip Krajinovic,R,SRB,23.89048597,102.0,574.0,106045.0,Denis Kudla,R,USA,23.41957563,69.0,727.0,,,,,0.5,0.01652892561983471,0.04132231404958678,0.6776859504132231,,0.5,0,7
2016-580,Australian Open,Hard,128.0,G,20160118.0,103.0,104312.0,Andreas Seppi,R,ITA,31.90691307,29.0,1290.0,104559.0,Teymuraz Gabashvili,R,RUS,30.65571526,44.0,933.0,0.6666666666666666,0.0728744939271255,0.032388663967611336,0.5668016194331984,0.6666666666666666,0.06417112299465241,0.05080213903743316,0.6417112299465241,0.6666666666666666,0.6666666666666666,1,12
2016-580,Australian Open,Hard,128.0,G,20160118.0,104.0,103333.0,Ivo Karlovic,R,CRO,36.88706366,24.0,1485.0,105643.0,Federico Delbonis,L,ARG,25.28678987,53.0,815.0,1.0,0.2054794520547945,0.0547945205479452,0.6986301369863014,0.5,0.05511811023622047,0.047244094488188976,0.6692913385826772,1.0,0.5,0,2
2016-580,Australian Open,Hard,128.0,G,20160118.0,105.0,106210.0,Jiri Vesely,L,CZE,22.52429843,50.0,840.0,105952.0,Renzo Olivo,R,ARG,23.84394251,174.0,296.0,0.0,0.07692307692307693,0.019230769230769232,0.5961538461538461,,,,,0.0,,0,5
2016-580,Australian Open,Hard,128.0,G,20160118.0,106.0,105438.0,Inigo Cervantes Huegun,R,ESP,26.13278576,72.0,703.0,105539.0,Evgeny Donskoy,R,RUS,25.69472964,91.0,620.0,0.0,0.10416666666666667,0.10416666666666667,0.5833333333333334,1.0,0.04032258064516129,0.008064516129032258,0.5645161290322581,0.0,1.0,0,8
2016-580,Australian Open,Hard,128.0,G,20160118.0,107.0,105577.0,Vasek Pospisil,R,CAN,25.57152635,39.0,1075.0,104468.0,Gilles Simon,R,FRA,31.05817933,15.0,2145.0,0.0,0.12857142857142856,0.02857142857142857,0.6761904761904762,0.0,0.02197802197802198,0.03296703296703297,0.5714285714285714,0.0,0.0,0,7
2016-580,Australian Open,Hard,128.0,G,20160118.0,108.0,104542.0,Jo Wilfried Tsonga,R,FRA,30.75427789,10.0,2725.0,104571.0,Marcos Baghdatis,R,CYP,30.58726899,46.0,894.0,0.6666666666666666,0.13675213675213677,0.021367521367521368,0.7051282051282052,,,,,0.6666666666666666,,1,13
2016-580,Australian Open,Hard,128.0,G,20160118.0,109.0,117357.0,Omar Jasika,L,AUS,18.66940452,310.0,159.0,105011.0,Illya Marchenko,R,UKR,28.3613963,76.0,688.0,,,,,0.25,0.06204379562043796,0.021897810218978103,0.6788321167883211,,0.25,0,13
2016-580,Australian Open,Hard,128.0,G,20160118.0,110.0,105732.0,Pierre Hugues Herbert,R,FRA,24.83778234,167.0,313.0,104665.0,Pablo Andujar,R,ESP,29.98494182,62.0,770.0,,,,,0.3333333333333333,0.016129032258064516,0.021505376344086023,0.5913978494623656,,0.3333333333333333,0,12
2016-580,Australian Open,Hard,128.0,G,20160118.0,111.0,105332.0,Benoit Paire,R,FRA,26.69678303,18.0,1703.0,111511.0,Noah Rubin,R,USA,19.90691307,328.0,146.0,0.6,0.12403100775193798,0.056847545219638244,0.6149870801033591,,,,,0.6,,0,1
2016-580,Australian Open,Hard,128.0,G,20160118.0,112.0,103908.0,Paul Henri Mathieu,R,FRA,34.01505818,97.0,609.0,104198.0,Guillermo Garcia Lopez,R,ESP,32.62422998,27.0,1430.0,0.5,0.017964071856287425,0.0658682634730539,0.6167664670658682,0.5,0.07076923076923076,0.027692307692307693,0.6369230769230769,0.5,0.5,0,5
2016-580,Australian Open,Hard,128.0,G,20160118.0,113.0,104978.0,Daniel Brands,R,GER,28.5065024,151.0,393.0,103607.0,Victor Estrella,R,DOM,35.46064339,55.0,797.0,,,,,0.0,0.038461538461538464,0.11538461538461539,0.5,,0.0,0,1
2016-580,Australian Open,Hard,128.0,G,20160118.0,114.0,105842.0,Di Wu,R,CHN,24.344969199999998,243.0,218.0,105572.0,Austin Krajicek,L,USA,25.59069131,103.0,571.0,,,,,0.0,0.08024691358024691,0.018518518518518517,0.654320987654321,,0.0,0,1
2016-580,Australian Open,Hard,128.0,G,20160118.0,115.0,105453.0,Kei Nishikori,R,JPN,26.05338809,7.0,4235.0,104259.0,Philipp Kohlschreiber,R,GER,32.25735797,34.0,1185.0,0.5,0.06896551724137931,0.034482758620689655,0.6344827586206897,0.5,0.03968253968253968,0.07142857142857142,0.6825396825396826,0.5,0.5,1,6
2016-580,Australian Open,Hard,128.0,G,20160118.0,116.0,103819.0,Roger Federer,R,SUI,34.44490075,3.0,8165.0,105932.0,Nikoloz Basilashvili,R,RUS,23.90143737,118.0,493.0,1.0,0.0944206008583691,0.02145922746781116,0.721030042918455,,,,,1.0,,1,10
2016-580,Australian Open,Hard,128.0,G,20160118.0,117.0,105238.0,Alexandr Dolgopolov,R,UKR,27.19507187,35.0,1160.0,105575.0,Ricardas Berankis,R,LTU,25.57700205,85.0,641.0,0.6666666666666666,0.11467889908256881,0.03211009174311927,0.6651376146788991,0.0,0.04054054054054054,0.02027027027027027,0.5202702702702703,0.6666666666666666,0.0,1,12
2016-580,Australian Open,Hard,128.0,G,20160118.0,118.0,105477.0,Marco Trungelliti,R,ARG,25.96303901,210.0,244.0,106075.0,Jozef Kovalik,R,SVK,23.20328542,251.0,215.0,,,,,0.0,0.046511627906976744,0.011627906976744186,0.5697674418604651,,0.0,1,8
2016-580,Australian Open,Hard,128.0,G,20160118.0,119.0,105777.0,Grigor Dimitrov,R,BUL,24.67624914,28.0,1420.0,103893.0,Paolo Lorenzi,R,ITA,34.091718,57.0,795.0,0.7142857142857143,0.08538587848932677,0.03776683087027915,0.6683087027914614,0.0,0.02531645569620253,0.0379746835443038,0.6329113924050633,0.7142857142857143,0.0,1,11
2016-580,Australian Open,Hard,128.0,G,20160118.0,120.0,104919.0,Leonardo Mayer,R,ARG,28.678987,36.0,1105.0,106233.0,Dominic Thiem,R,AUT,22.37371663,20.0,1645.0,0.75,0.07569721115537849,0.055776892430278883,0.5896414342629482,0.4,0.0670926517571885,0.025559105431309903,0.6773162939297125,0.75,0.4,0,8
2016-580,Australian Open,Hard,128.0,G,20160118.0,121.0,104597.0,Nicolas Almagro,R,ESP,30.40930869,73.0,694.0,103898.0,Julien Benneteau,R,FRA,34.07802875,696.0,38.0,1.0,0.1717171717171717,0.010101010101010102,0.7171717171717171,,,,,1.0,,1,2
2016-580,Australian Open,Hard,128.0,G,20160118.0,122.0,106378.0,Kyle Edmund,R,GBR,21.02669405,88.0,625.0,106000.0,Damir Dzumhur,R,BIH,23.66324435,81.0,661.0,0.3333333333333333,0.08095238095238096,0.004761904761904762,0.6190476190476191,0.5,0.017857142857142856,0.05357142857142857,0.5714285714285714,0.3333333333333333,0.5,0,30
2016-580,Australian Open,Hard,128.0,G,20160118.0,123.0,105676.0,David Goffin,R,BEL,25.11430527,16.0,1835.0,104660.0,Sergiy Stakhovsky,R,UKR,30.03148528,60.0,780.0,1.0,0.08053691275167785,0.03355704697986577,0.6644295302013423,0.0,0.047619047619047616,0.0,0.6349206349206349,1.0,0.0,1,8
2016-580,Australian Open,Hard,128.0,G,20160118.0,124.0,105227.0,Marin Cilic,R,CRO,27.3045859,13.0,2405.0,105217.0,Thiemo De Bakker,R,NED,27.32922656,98.0,607.0,1.0,0.1657142857142857,0.02857142857142857,0.6914285714285714,0.0,0.13793103448275862,0.034482758620689655,0.6666666666666666,1.0,0.0,1,9
2016-580,Australian Open,Hard,128.0,G,20160118.0,125.0,105077.0,Albert Ramos,L,ESP,28.00273785,61.0,773.0,106432.0,Borna Coric,R,CRO,19.17590691,40.0,1066.0,0.5,0.05625,0.01875,0.61875,0.6666666666666666,0.07756813417190776,0.014675052410901468,0.6582809224318659,0.5,0.6666666666666666,0,9
2016-580,Australian Open,Hard,128.0,G,20160118.0,126.0,105023.0,Sam Querrey,R,USA,28.28199863,58.0,785.0,105583.0,Dusan Lajovic,R,SRB,25.5523614,77.0,678.0,0.0,0.20476190476190476,0.047619047619047616,0.7142857142857143,0.0,0.0,0.043478260869565216,0.5,0.0,0.0,0,5
2016-580,Australian Open,Hard,128.0,G,20160118.0,127.0,105138.0,Roberto Bautista Agut,R,ESP,27.76180698,21.0,1640.0,105373.0,Martin Klizan,L,SVK,26.52156057,43.0,955.0,0.8571428571428571,0.06191369606003752,0.0375234521575985,0.6604127579737336,0.5,0.04854368932038835,0.14563106796116504,0.47572815533980584,0.8571428571428571,0.5,1,14
2016-580,Australian Open,Hard,128.0,G,20160118.0,128.0,106401.0,Nick Kyrgios,R,AUS,20.72826831,30.0,1260.0,105807.0,Pablo Carreno Busta,R,ESP,24.52019165,68.0,734.0,,,,,0.0,0.0,0.04878048780487805,0.5487804878048781,,0.0,1,9
2016-580,Australian Open,Hard,128.0,G,20160118.0,129.0,104655.0,Pablo Cuevas,R,URU,30.04517454,41.0,1065.0,106415.0,Yoshihito Nishioka,L,JPN,20.30937714,117.0,501.0,0.5,0.11678832116788321,0.051094890510948905,0.6934306569343066,0.0,0.03333333333333333,0.025,0.6,0.5,0.0,1,14
2016-580,Australian Open,Hard,128.0,G,20160118.0,130.0,104898.0,Robin Haase,R,NED,28.78576318,65.0,762.0,105806.0,Mirza Basic,R,BIH,24.52019165,138.0,432.0,0.5,0.06164383561643835,0.023972602739726026,0.636986301369863,,,,,0.5,,0,8
2016-580,Australian Open,Hard,128.0,G,20160118.0,131.0,104607.0,Tomas Berdych,R,CZE,30.33538672,6.0,4560.0,106026.0,Yuki Bhambri,R,IND,23.54004107,96.0,610.0,0.75,0.0851063829787234,0.0425531914893617,0.6510638297872341,,,,,0.75,,1,10
2016-580,Australian Open,Hard,128.0,G,20160118.0,132.0,104745.0,Rafael Nadal,L,ESP,29.62628337,5.0,5230.0,104269.0,Fernando Verdasco,L,ESP,32.17522245,45.0,900.0,0.8,0.05714285714285714,0.012698412698412698,0.6603174603174603,0.5,0.12403100775193798,0.015503875968992248,0.6046511627906976,0.8,0.5,0,10
2016-580,Australian Open,Hard,128.0,G,20160118.0,133.0,103794.0,Benjamin Becker,R,GER,34.59000684,101.0,597.0,104534.0,Dudi Sela,R,ISR,30.78986995,87.0,633.0,0.0,0.07894736842105263,0.02631578947368421,0.6052631578947368,,,,,0.0,,0,6
2016-580,Australian Open,Hard,128.0,G,20160118.0,134.0,105723.0,Andrey Kuznetsov,R,RUS,24.90349076,74.0,693.0,105992.0,Ryan Harrison,R,USA,23.69883641,134.0,448.0,0.6666666666666666,0.08837209302325581,0.046511627906976744,0.6139534883720931,,,,,0.6666666666666666,,1,4
2016-580,Australian Open,Hard,128.0,G,20160118.0,135.0,104871.0,Jeremy Chardy,R,FRA,28.93086927,31.0,1255.0,105208.0,Ernests Gulbis,R,LAT,27.38398357,79.0,661.0,1.0,0.14285714285714285,0.050595238095238096,0.6815476190476191,,,,,1.0,,1,2
2016-580,Australian Open,Hard,128.0,G,20160118.0,136.0,104792.0,Gael Monfils,R,FRA,29.379876799999998,25.0,1485.0,105216.0,Yuichi Sugita,R,JPN,27.33196441,124.0,481.0,,,,,,,,,,,1,8
