tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,p1_id,p1_name,p1_hand,p1_ioc,p1_age,p1_rank,p1_rank_points,p2_id,p2_name,p2_hand,p2_ioc,p2_age,p2_rank,p2_rank_points,p1_win_prob_20w,p1_ace_prob_20w,p1_df_prob_20w,p1_svptWon_prob_20w,p2_win_prob_20w,p2_ace_prob_20w,p2_df_prob_20w,p2_svptWon_prob_20w,p1_surface_win_prob_20w,p2_surface_win_prob_20w,p1_win,diff_points
2017-0451,Doha,Hard,32,A,20170102,297,104918,Andy Murray,R,GBR,29.6372347707,1,12410,104597,Nicolas Almagro,R,ESP,31.3675564682,44,1013,1,0.076766304347826,0.042119565217391,0.675271739130435,0.65,0.114055299539171,0.048963133640553,0.63536866359447,1,0.65,1,4
2017-M020,Brisbane,Hard,32,A,20170102,298,104527,Stanislas Wawrinka,R,SUI,31.7672826831,4,5315,105453,Kei Nishikori,R,JPN,27.0116358658,5,4905,0.75,0.07983411093831,0.023328149300156,0.658890616899948,0.7,0.044471896232242,0.038295243977764,0.646077825818406,0.75,0.7,0,10
2017-0891,Chennai,Hard,32,A,20170102,298,105138,Roberto Bautista Agut,R,ESP,28.720054757,14,2350,105332,Benoit Paire,R,FRA,27.6550308008,47,960,0.65,0.031534263189812,0.027289266221953,0.617343844754397,0.6,0.103633114949375,0.058368076235855,0.6039309112567,0.65,0.6,1,8
2017-0451,Doha,Hard,32,A,20170102,298,104925,Novak Djokovic,R,SRB,29.6180698152,2,11780,104269,Fernando Verdasco,L,ESP,33.1334702259,42,1035,0.8,0.043510324483776,0.045722713864307,0.668141592920354,0.25,0.074754098360656,0.057049180327869,0.622950819672131,0.8,0.25,1,1
2017-M020,Brisbane,Hard,32,A,20170102,299,105683,Milos Raonic,R,CAN,26.0177960301,3,5450,105777,Grigor Dimitrov,R,BUL,25.6344969199,17,2035,0.7,0.194779116465863,0.053547523427042,0.69946452476573,0.65,0.074675324675325,0.035714285714286,0.666883116883117,0.7,0.65,0,3
2017-0891,Chennai,Hard,32,A,20170102,299,104534,Dudi Sela,R,ISR,31.7481177276,96,616,106421,Daniil Medvedev,R,RUS,20.8925393566,99,611,0.5,0.036190476190476,0.040634920634921,0.605079365079365,0.307692307692308,0.078674948240166,0.027950310559006,0.613871635610766,0.533333333333333,0.5,0,2
2017-0451,Doha,Hard,32,A,20170102,299,104918,Andy Murray,R,GBR,29.6372347707,1,12410,104607,Tomas Berdych,R,CZE,31.2936344969,10,3060,1,0.076717811874583,0.04202801867912,0.671781187458306,0.85,0.135204081632653,0.044642857142857,0.681122448979592,1,0.85,1,10
2017-M020,Brisbane,Hard,32,A,20170102,300,105777,Grigor Dimitrov,R,BUL,25.6344969199,17,2035,105453,Kei Nishikori,R,JPN,27.0116358658,5,4905,0.65,0.074949358541526,0.033760972316003,0.673869007427414,0.7,0.042675159235669,0.035668789808917,0.647770700636942,0.65,0.7,0,5
2017-0891,Chennai,Hard,32,A,20170102,300,105138,Roberto Bautista Agut,R,ESP,28.720054757,14,2350,106421,Daniil Medvedev,R,RUS,20.8925393566,99,611,0.7,0.030188679245283,0.025786163522013,0.616981132075472,0.357142857142857,0.075329566854991,0.027306967984934,0.617702448210923,0.7,0.555555555555556,1,2
2017-0451,Doha,Hard,32,A,20170102,300,104918,Andy Murray,R,GBR,29.6372347707,1,12410,104925,Novak Djokovic,R,SRB,29.6180698152,2,11780,1,0.07905138339921,0.040184453227932,0.669301712779974,0.8,0.043175487465181,0.043871866295265,0.664345403899721,1,0.8,0,15
2017-0301,Auckland,Hard,32,A,20170109,271,106043,Diego Sebastian Schwartzman,R,ARG,24.3997262149,52,867,104291,Malek Jaziri,R,TUN,32.9719370294,56,814,0.35,0.029350104821803,0.028651292802236,0.593990216631726,0.45,0.057670126874279,0.035755478662053,0.625144175317186,0.388888888888889,0.45,0,0
2017-0301,Auckland,Hard,32,A,20170109,272,104229,Yen Hsun Lu,R,TPE,33.4072553046,61,774,111575,Karen Khachanov,R,RUS,20.6379192334,51,875,0.444444444444444,0.084786053882726,0.049920760697306,0.642630744849445,0.5,0.107849393746011,0.04211869814933,0.657945118059987,0.466666666666667,0.533333333333333,0,8
2017-0301,Auckland,Hard,32,A,20170109,273,105449,Steve Johnson,R,USA,27.0444900753,33,1320,103565,Stephane Robert,R,FRA,36.6488706366,53,854,0.55,0.085440874914559,0.035543403964457,0.655502392344498,0.45,0.048906048906049,0.061776061776062,0.581724581724582,0.55,0.473684210526316,1,2
2017-M001,Sydney,Hard,32,A,20170109,273,103917,Nicolas Mahut,R,FRA,34.9678302533,38,1122,105064,Thomaz Bellucci,L,BRA,29.029431896,62,771,0.5,0.077955271565495,0.034504792332268,0.653674121405751,0.5,0.070185614849188,0.044083526682135,0.645591647331787,0.4,0.5,1,11
2017-M001,Sydney,Hard,32,A,20170109,274,106378,Kyle Edmund,R,GBR,22.0041067762,45,989,105881,Matthew Barton,R,AUS,25.0622861054,198,282,0.45,0.073446327683616,0.033898305084746,0.641556811048337,0.5,0.135842880523732,0.040916530278233,0.692307692307692,0.45,0.5,0,1
2017-0301,Auckland,Hard,32,A,20170109,275,105992,Ryan Harrison,R,USA,24.6762491444,89,632,104198,Guillermo Garcia Lopez,R,ESP,33.6016427105,74,700,0.3,0.099875930521092,0.03908188585608,0.66439205955335,0.5,0.051198963058976,0.057679844458847,0.594944912508101,0.35,0.4,0,2
2017-M001,Sydney,Hard,32,A,20170109,275,105238,Alexandr Dolgopolov,R,UKR,28.1724845996,63,760,104180,Gilles Muller,L,LUX,33.6728268309,34,1255,0.4,0.088054607508533,0.045733788395905,0.625938566552901,0.45,0.179901616303584,0.054813773717498,0.690794096978215,0.4,0.45,0,5
2017-0301,Auckland,Hard,32,A,20170109,277,103852,Feliciano Lopez,L,ESP,35.3045859001,28,1410,105030,Michael Venus,R,NZL,29.234770705,1035,10,0.65,0.129447852760736,0.03680981595092,0.674846625766871,0,0.104761904761905,0.076190476190476,0.566666666666667,0.6,0,1,1
2017-M001,Sydney,Hard,32,A,20170109,277,103893,Paolo Lorenzi,R,ITA,35.0691307324,41,1090,104252,Florian Mayer,R,GER,33.2648870637,49,903,0.55,0.03560466543892,0.041743400859423,0.603437691835482,0.4,0.07103490508267,0.025719534598898,0.631353337415799,0.55,0.125,1,6
2017-0301,Auckland,Hard,32,A,20170109,278,105311,Joao Sousa,R,POR,27.780971937,44,1030,105077,Albert Ramos,L,ESP,28.9801505818,26,1435,0.55,0.041420118343195,0.02103879026956,0.615384615384615,0.65,0.050632911392405,0.041591320072333,0.606992163954189,0.55,0.65,0,7
2017-M001,Sydney,Hard,32,A,20170109,278,111442,Jordan Thompson,R,AUS,22.7241615332,75,699,105932,Nikoloz Basilashvili,R,RUS,24.8788501027,94,624,0.25,0.065676309616888,0.031274433150899,0.641125879593432,0.2,0.034588777863182,0.049961568024597,0.607993850883935,0.272727272727273,0.111111111111111,1,6
2017-0301,Auckland,Hard,32,A,20170109,279,105487,Facundo Bagnis,L,ARG,26.8665297741,55,817,105454,Brydan Klein,R,AUS,27.0253251198,324,148,0.444444444444444,0.047169811320755,0.061320754716981,0.584905660377358,0,0.08,0.057142857142857,0.605714285714286,0.5,,0,7
2017-M001,Sydney,Hard,32,A,20170109,279,104926,Fabio Fognini,R,ITA,29.6317590691,47,945,104259,Philipp Kohlschreiber,R,GER,33.234770705,32,1325,0.35,0.035294117647059,0.06625386996904,0.577089783281734,0.55,0.075178224238497,0.038885288399222,0.640959170447181,0.35,0.55,0,11
2017-0301,Auckland,Hard,32,A,20170109,280,110686,Finn Tearney,R,NZL,26.2861054073,447,90,104898,Robin Haase,R,NED,29.7631759069,58,795,0,0.018867924528302,0.037735849056604,0.452830188679245,0.3,0.102292768959436,0.033509700176367,0.634332745443857,0,0.2,0,3
2017-M001,Sydney,Hard,32,A,20170109,280,105373,Martin Klizan,L,SVK,27.498973306,35,1230,105723,Andrey Kuznetsov,R,RUS,25.8809034908,48,935,0.35,0.057645631067961,0.047936893203884,0.60254854368932,0.4,0.076142131979696,0.046954314720812,0.634517766497462,0.35,0.45,0,1
2017-M001,Sydney,Hard,32,A,20170109,281,200282,Alex De Minaur,R,AUS,17.8945927447,333,144,105332,Benoit Paire,R,FRA,27.6741957563,46,960,0,0.043478260869565,0.086956521739131,0.565217391304348,0.55,0.102189781021898,0.058394160583942,0.595498783454988,0,0.55,0,3
2017-0301,Auckland,Hard,32,A,20170109,282,104571,Marcos Baghdatis,R,CYP,31.5646817248,36,1140,105173,Adrian Mannarino,L,FRA,28.5311430527,60,781,0.45,0.065986394557823,0.042857142857143,0.615646258503401,0.4,0.057282145033516,0.051188299817185,0.597196831200488,0.45,0.35,1,1
2017-M001,Sydney,Hard,32,A,20170109,282,104597,Nicolas Almagro,R,ESP,31.3867214237,43,1040,104999,Mischa Zverev,L,GER,29.3853524983,50,884,0.6,0.112733644859813,0.050817757009346,0.636098130841121,0.4,0.075110456553756,0.033873343151694,0.6620029455081,0.6,0.4,0,11
2017-0301,Auckland,Hard,32,A,20170109,283,111581,Michael Mmoh,R,USA,18.9979466119,195,285,104460,Dustin Brown,R,GER,32.0876112252,70,718,0,0.048245614035088,0.065789473684211,0.596491228070175,0.3,0.076368009621167,0.050511124473843,0.651232711966326,0,0.384615384615385,0,3
2017-0301,Auckland,Hard,32,A,20170109,284,104547,Horacio Zeballos,L,ARG,31.704312115,69,725,106210,Jiri Vesely,L,CZE,23.5017111567,54,848,0.5,0.08248730964467,0.040609137055838,0.639593908629442,0.5,0.108047270680923,0.046145188519978,0.657850309510411,0.615384615384615,0.3,0,16
2017-M001,Sydney,Hard,32,A,20170109,284,105053,Santiago Giraldo,R,COL,29.1197809719,90,632,104719,Marcel Granollers,R,ESP,30.7460643395,37,1136,0.4,0.051851851851852,0.024691358024691,0.616666666666667,0.55,0.062459336369551,0.024072869225765,0.632400780741705,0.444444444444444,0.55,0,7
2017-M001,Sydney,Hard,32,A,20170109,285,106329,Thiago Monteiro,L,BRA,22.6119096509,83,660,105554,Daniel Evans,R,GBR,26.6338124572,67,736,0.428571428571429,0.037773359840954,0.027833001988072,0.612326043737575,0.526315789473684,0.053822937625755,0.045271629778672,0.624748490945674,0.25,0.5,0,9
2017-0301,Auckland,Hard,32,A,20170109,286,104545,John Isner,R,USA,31.7070499658,19,1850,104291,Malek Jaziri,R,TUN,32.9719370294,56,814,0.7,0.244514106583072,0.029467084639499,0.721003134796238,0.5,0.057142857142857,0.034985422740525,0.63265306122449,0.7,0.5,1,11
2017-M001,Sydney,Hard,32,A,20170109,286,105671,Gastao Elias,R,POR,26.1273100616,81,675,106331,Christopher Oconnell,U,AUS,22.6036960986,238,217,0.45,0.058657243816255,0.02756183745583,0.614840989399293,,,,,0.545454545454545,,1,5
2017-0301,Auckland,Hard,32,A,20170109,287,105449,Steve Johnson,R,USA,27.0444900753,33,1320,104229,Yen Hsun Lu,R,TPE,33.4072553046,61,774,0.55,0.087339201083277,0.036560595802302,0.651997291807718,0.421052631578947,0.081824764663288,0.049239681390297,0.64735698769008,0.55,0.4375,1,1
2017-0301,Auckland,Hard,32,A,20170109,288,106058,Jack Sock,R,USA,24.2929500342,23,1710,105992,Ryan Harrison,R,USA,24.6762491444,89,632,0.65,0.076282051282051,0.041025641025641,0.664102564102564,0.3,0.101567398119122,0.039498432601881,0.671473354231975,0.65,0.3,1,5
2017-M001,Sydney,Hard,32,A,20170109,288,104655,Pablo Cuevas,R,URU,31.022587269,22,1780,103917,Nicolas Mahut,R,FRA,34.9678302533,38,1122,0.55,0.073670723894939,0.044202434336964,0.639333760409994,0.55,0.077713551701991,0.035324341682723,0.657032755298651,0.45,0.45,1,2
2017-M001,Sydney,Hard,32,A,20170109,289,104180,Gilles Muller,L,LUX,33.6728268309,34,1255,105881,Matthew Barton,R,AUS,25.0622861054,198,282,0.45,0.1703146374829,0.055403556771546,0.687414500683995,0.571428571428571,0.145137880986938,0.042089985486212,0.695210449927431,0.45,0.666666666666667,1,6
2017-0301,Auckland,Hard,32,A,20170109,290,105311,Joao Sousa,R,POR,27.780971937,44,1030,105454,Brydan Klein,R,AUS,27.0253251198,324,148,0.5,0.042160737812912,0.023056653491436,0.615942028985507,0.333333333333333,0.101449275362319,0.047101449275362,0.644927536231884,0.5,1,1,6
2017-M001,Sydney,Hard,32,A,20170109,290,103893,Paolo Lorenzi,R,ITA,35.0691307324,41,1090,104678,Viktor Troicki,R,SRB,30.9130732375,29,1385,0.6,0.038254632396892,0.040645546921698,0.610878661087866,0.65,0.13596784996651,0.032819825853985,0.653717347622237,0.6,0.65,0,4
2017-0301,Auckland,Hard,32,A,20170109,291,103970,David Ferrer,R,ESP,34.7734428474,21,1785,104898,Robin Haase,R,NED,29.7631759069,58,795,0.7,0.041666666666667,0.047043010752688,0.648521505376344,0.35,0.109347442680776,0.035273368606702,0.635508524397413,0.7,0.25,0,4
2017-M001,Sydney,Hard,32,A,20170109,291,104259,Philipp Kohlschreiber,R,GER,33.234770705,32,1325,111442,Jordan Thompson,R,AUS,22.7241615332,75,699,0.6,0.071571906354515,0.038795986622074,0.642809364548495,0.294117647058824,0.067567567567568,0.030780780780781,0.641891891891892,0.6,0.333333333333333,1,0
2017-0301,Auckland,Hard,32,A,20170109,292,104460,Dustin Brown,R,GER,32.0876112252,70,718,104571,Marcos Baghdatis,R,CYP,31.5646817248,36,1140,0.35,0.080789946140036,0.050867743865949,0.658886894075404,0.5,0.06786703601108,0.042243767313019,0.61218836565097,0.428571428571429,0.5,0,4
2017-M001,Sydney,Hard,32,A,20170109,292,105723,Andrey Kuznetsov,R,RUS,25.8809034908,48,935,200282,Alex De Minaur,R,AUS,17.8945927447,333,144,0.4,0.080536912751678,0.050335570469799,0.629530201342282,0,0.03125,0.0625,0.6328125,0.45,0,1,1
2017-0301,Auckland,Hard,32,A,20170109,293,106210,Jiri Vesely,L,CZE,23.5017111567,54,848,104907,Jose Rubin Statham,R,NZL,29.711156742,434,94,0.5,0.104202648244099,0.048934945308002,0.655728267127231,0,0.035,0.065,0.48,0.35,0,1,3
2017-M001,Sydney,Hard,32,A,20170109,293,105807,Pablo Carreno Busta,R,ESP,25.4976043806,30,1370,104999,Mischa Zverev,L,GER,29.3853524983,50,884,0.7,0.068856601389766,0.024636765634871,0.644977890082123,0.45,0.08254200146092,0.032870708546384,0.662527392257122,0.7,0.45,1,9
2017-0301,Auckland,Hard,32,A,20170109,294,104545,John Isner,R,USA,31.7070499658,19,1850,105449,Steve Johnson,R,USA,27.0444900753,33,1320,0.7,0.242795830778663,0.028203556100552,0.725935009196812,0.55,0.083780160857909,0.03887399463807,0.653485254691689,0.7,0.55,0,8
2017-M001,Sydney,Hard,32,A,20170109,294,105554,Daniel Evans,R,GBR,26.6338124572,67,736,104719,Marcel Granollers,R,ESP,30.7460643395,37,1136,0.55,0.053191489361702,0.044970986460348,0.624274661508704,0.6,0.062619808306709,0.023642172523962,0.641533546325879,0.538461538461538,0.6,0,0
2017-0301,Auckland,Hard,32,A,20170109,295,104871,Jeremy Chardy,R,FRA,29.9082819986,71,705,106058,Jack Sock,R,USA,24.2929500342,23,1710,0.6,0.090188909201706,0.060329067641682,0.634978671541743,0.65,0.074953154278576,0.041848844472205,0.660212367270456,0.65,0.65,0,11
2017-M001,Sydney,Hard,32,A,20170109,295,106233,Dominic Thiem,R,AUT,23.3511293634,8,3415,105671,Gastao Elias,R,POR,26.1273100616,81,675,0.65,0.086956521739131,0.035326086956522,0.640625,0.5,0.060379918588874,0.027815468113976,0.620759837177748,0.65,0.583333333333333,1,2
2017-0301,Auckland,Hard,32,A,20170109,296,104898,Robin Haase,R,NED,29.7631759069,58,795,105311,Joao Sousa,R,POR,27.780971937,44,1030,0.4,0.114101813926273,0.034523112931539,0.641310708016384,0.5,0.040558510638298,0.024601063829787,0.617686170212766,0.3,0.5,0,7
2017-M001,Sydney,Hard,32,A,20170109,296,104655,Pablo Cuevas,R,URU,31.022587269,22,1780,104180,Gilles Muller,L,LUX,33.6728268309,34,1255,0.55,0.076971214017522,0.045056320400501,0.634543178973717,0.5,0.179434092477571,0.055900621118013,0.697722567287785,0.45,0.5,0,6
2017-0301,Auckland,Hard,32,A,20170109,297,104571,Marcos Baghdatis,R,CYP,31.5646817248,36,1140,106210,Jiri Vesely,L,CZE,23.5017111567,54,848,0.5,0.070619586942039,0.042638241172552,0.612258494337108,0.5,0.106370543541788,0.050263004091175,0.659263588544711,0.5,0.4,1,1
2017-0301,Auckland,Hard,32,A,20170109,298,105449,Steve Johnson,R,USA,27.0444900753,33,1320,106058,Jack Sock,R,USA,24.2929500342,23,1710,0.55,0.085326438267615,0.037491919844861,0.659987071751778,0.7,0.077447335811648,0.042131350681537,0.656133828996282,0.55,0.7,0,3
2017-M001,Sydney,Hard,32,A,20170109,298,105807,Pablo Carreno Busta,R,ESP,25.4976043806,30,1370,105723,Andrey Kuznetsov,R,RUS,25.8809034908,48,935,0.7,0.068560840024707,0.02532427424336,0.642989499691167,0.45,0.076869806094183,0.052631578947369,0.620498614958449,0.7,0.45,0,2
2017-0301,Auckland,Hard,32,A,20170109,299,105311,Joao Sousa,R,POR,27.780971937,44,1030,104571,Marcos Baghdatis,R,CYP,31.5646817248,36,1140,0.55,0.036048064085447,0.023364485981309,0.622162883845127,0.55,0.072825354012138,0.039784221173297,0.616318273769386,0.55,0.55,0,17
2017-M001,Sydney,Hard,32,A,20170109,299,106233,Dominic Thiem,R,AUT,23.3511293634,8,3415,105554,Daniel Evans,R,GBR,26.6338124572,67,736,0.65,0.08316961362148,0.035363457760314,0.639161755075311,0.55,0.053268765133172,0.043583535108959,0.630024213075061,0.65,0.5,0,2
2017-0301,Auckland,Hard,32,A,20170109,300,106058,Jack Sock,R,USA,24.2929500342,23,1710,105311,Joao Sousa,R,POR,27.780971937,44,1030,0.75,0.079066753078419,0.042125729099158,0.662346079066753,0.55,0.035880398671096,0.022591362126246,0.630564784053156,0.75,0.55,1,3
2017-580,Australian Open,Hard,128,G,20170116,100,104918,Andy Murray,R,GBR,29.6755646817,1,12560,105011,Illya Marchenko,R,UKR,29.3579739904,95,624,0.95,0.077319587628866,0.040592783505155,0.667525773195876,0.25,0.062787136294028,0.059213884635018,0.607963246554364,0.95,0.35,1,10
2017-580,Australian Open,Hard,128,G,20170116,101,126094,Andrey Rublev,R,RUS,19.241615332,152,383,104229,Yen Hsun Lu,R,TPE,33.4264202601,60,786,0.25,0.047984644913628,0.044145873320538,0.625719769673704,0.4,0.081137309292649,0.048543689320388,0.653259361997226,0.333333333333333,0.411764705882353,0,12
2017-580,Australian Open,Hard,128,G,20170116,102,105589,Gerald Melzer,L,AUT,26.5133470226,87,648,200282,Alex De Minaur,R,AUS,17.9137577002,301,164,0.384615384615385,0.039891205802357,0.036264732547598,0.596554850407978,0,0.025157232704403,0.050314465408805,0.610062893081761,0.166666666666667,0,0,0
2017-580,Australian Open,Hard,128,G,20170116,103,105023,Sam Querrey,R,USA,29.2785763176,32,1355,111460,Quentin Halys,R,FRA,20.2245037645,155,379,0.6,0.169577464788732,0.043943661971831,0.673802816901408,0.111111111111111,0.105446118192352,0.062572421784473,0.611819235225956,0.6,0.166666666666667,1,6
2017-580,Australian Open,Hard,128,G,20170116,104,104505,Konstantin Kravchuk,R,RUS,31.8959616701,88,642,104545,John Isner,R,USA,31.7262149213,19,1850,0.625,0.078651685393259,0.035313001605137,0.632423756019262,0.65,0.235119047619048,0.028571428571429,0.723809523809524,0.666666666666667,0.65,0,8
2017-580,Australian Open,Hard,128,G,20170116,105,104198,Guillermo Garcia Lopez,R,ESP,33.620807666,74,700,104999,Mischa Zverev,L,GER,29.4045174538,50,894,0.5,0.050359712230216,0.057553956834532,0.592544146500981,0.45,0.085106382978723,0.031914893617021,0.660992907801418,0.45,0.45,0,15
2017-580,Australian Open,Hard,128,G,20170116,106,104424,Go Soeda,R,JPN,32.3641341547,139,431,104291,Malek Jaziri,R,TUN,32.9911019849,56,824,0,0.042105263157895,0.010526315789474,0.642105263157895,0.5,0.061619718309859,0.035798122065728,0.640258215962441,0,0.5,0,6
2017-580,Australian Open,Hard,128,G,20170116,107,106298,Lucas Pouille,R,FRA,22.8966461328,16,2131,122330,Alexander Bublik,R,RUS,19.5838466804,207,268,0.65,0.107574094401756,0.04390779363337,0.638309549945115,0,0.054982817869416,0.065292096219931,0.556701030927835,0.65,0,0,3
2017-580,Australian Open,Hard,128,G,20170116,108,104607,Tomas Berdych,R,CZE,31.3319644079,10,3060,104563,Luca Vanni,R,ITA,31.6194387406,157,373,0.8,0.126623376623377,0.042207792207792,0.671428571428571,0.333333333333333,0.123076923076923,0.028571428571429,0.650549450549451,0.8,0.4,1,0
2017-580,Australian Open,Hard,128,G,20170116,109,105992,Ryan Harrison,R,USA,24.6954140999,82,664,103917,Nicolas Mahut,R,FRA,34.9869952088,41,1085,0.25,0.107054455445545,0.037747524752475,0.667079207920792,0.55,0.076527331189711,0.035369774919614,0.654019292604502,0.3,0.45,0,5
2017-580,Australian Open,Hard,128,G,20170116,110,111511,Noah Rubin,R,USA,20.9034907598,200,274,106216,Bjorn Fratangelo,R,USA,23.4962354552,113,519,0.333333333333333,0.025547445255475,0.041970802919708,0.616788321167883,0.133333333333333,0.056470588235294,0.03764705882353,0.611764705882353,0.333333333333333,0.166666666666667,0,8
2017-580,Australian Open,Hard,128,G,20170116,111,103781,Jurgen Melzer,L,AUT,35.6550308008,300,164,103819,Roger Federer,R,SUI,35.4414784394,17,1980,0.285714285714286,0.051948051948052,0.038961038961039,0.605519480519481,0.8,0.100998238402819,0.019964768056371,0.704051673517322,0.25,0.9,0,4
2017-580,Australian Open,Hard,128,G,20170116,112,105077,Albert Ramos,L,ESP,28.9993155373,26,1435,105041,Lukas Lacko,R,SVK,29.2046543463,121,486,0.7,0.047355473554736,0.042435424354244,0.604551045510455,0.363636363636364,0.066315789473684,0.037894736842105,0.621052631578947,0.7,0.25,0,1
2017-580,Australian Open,Hard,128,G,20170116,113,104534,Dudi Sela,R,ISR,31.7864476386,67,731,104719,Marcel Granollers,R,ESP,30.765229295,38,1123,0.5,0.037940379403794,0.042005420054201,0.609756097560976,0.6,0.06135770234987,0.023498694516971,0.638381201044386,0.5,0.6,0,16
2017-580,Australian Open,Hard,128,G,20170116,114,104597,Nicolas Almagro,R,ESP,31.4058863792,42,1040,104871,Jeremy Chardy,R,FRA,29.9274469541,72,705,0.55,0.114928909952607,0.050355450236967,0.632109004739336,0.6,0.093131548311991,0.061117578579744,0.635040745052387,0.55,0.6,0,7
2017-580,Australian Open,Hard,128,G,20170116,115,105453,Kei Nishikori,R,JPN,27.0499657769,5,5010,105723,Andrey Kuznetsov,R,RUS,25.9000684463,45,1015,0.7,0.04259501965924,0.034076015727392,0.648099606815203,0.5,0.07887323943662,0.052816901408451,0.623943661971831,0.7,0.5,1,15
2017-580,Australian Open,Hard,128,G,20170116,116,104527,Stanislas Wawrinka,R,SUI,31.8056125941,4,5155,105373,Martin Klizan,L,SVK,27.5181382615,34,1230,0.7,0.082785087719298,0.021929824561404,0.65515350877193,0.3,0.055172413793104,0.048275862068966,0.594984326018809,0.7,0.35,1,1
2017-580,Australian Open,Hard,128,G,20170116,117,105449,Steve Johnson,R,USA,27.0636550308,30,1390,105643,Federico Delbonis,L,ARG,26.2833675565,44,1030,0.55,0.086985391766268,0.039176626826029,0.664674634794157,0.4,0.062085308056872,0.038862559241706,0.627014218009479,0.55,0.45,1,3
2017-580,Australian Open,Hard,128,G,20170116,118,103893,Paolo Lorenzi,R,ITA,35.0882956879,43,1033,105902,James Duckworth,R,AUS,24.9883641342,107,557,0.55,0.037214885954382,0.042617046818728,0.61344537815126,0.416666666666667,0.111014744145707,0.039895923677363,0.634865568083261,0.55,0.454545454545455,1,8
2017-580,Australian Open,Hard,128,G,20170116,119,104678,Viktor Troicki,R,SRB,30.932238193,35,1225,106000,Damir Dzumhur,R,BIH,24.6598220397,78,694,0.65,0.144144144144144,0.032571032571033,0.665973665973666,0.45,0.027350427350427,0.035897435897436,0.593732193732194,0.65,0.35,1,0
2017-580,Australian Open,Hard,128,G,20170116,120,104655,Pablo Cuevas,R,URU,31.0417522245,22,1780,106043,Diego Sebastian Schwartzman,R,ARG,24.4188911704,54,867,0.5,0.071960297766749,0.044044665012407,0.629032258064516,0.35,0.028551532033426,0.027855153203343,0.593314763231198,0.45,0.368421052631579,0,5
2017-580,Australian Open,Hard,128,G,20170116,121,104327,Steve Darcis,R,BEL,32.8459958932,71,707,105032,Samuel Groth,R,AUS,29.2457221081,162,355,0.272727272727273,0.04725168756027,0.035679845708775,0.632594021215043,0.3,0.192111959287532,0.071882951653944,0.642493638676845,0.222222222222222,0.285714285714286,1,4
2017-580,Australian Open,Hard,128,G,20170116,122,103908,Paul Henri Mathieu,R,FRA,35.0116358658,75,700,104312,Andreas Seppi,R,ITA,32.9034907598,89,635,0.45,0.056526806526807,0.060606060606061,0.59965034965035,0.35,0.053615960099751,0.038653366583541,0.61783042394015,0.3125,0.3,0,12
2017-580,Australian Open,Hard,128,G,20170116,123,106401,Nick Kyrgios,R,AUS,21.7248459959,13,2460,105671,Gastao Elias,R,POR,26.1464750171,77,698,0.7,0.193111931119311,0.050430504305043,0.687576875768758,0.5,0.059580230196344,0.026404874746107,0.615436696005416,0.7,0.538461538461538,1,10
2017-580,Australian Open,Hard,128,G,20170116,124,104542,Jo Wilfried Tsonga,R,FRA,31.7508555784,12,2505,106329,Thiago Monteiro,L,BRA,22.6310746064,83,664,0.8,0.132075471698113,0.048145738451529,0.680546519193234,0.4,0.040552995391705,0.026728110599078,0.609216589861751,0.8,0.2,1,4
2017-580,Australian Open,Hard,128,G,20170116,125,105583,Dusan Lajovic,R,SRB,26.5489390828,94,627,103565,Stephane Robert,R,FRA,36.6680355921,55,854,0.4,0.045161290322581,0.023225806451613,0.650967741935484,0.4,0.04980595084088,0.0627425614489,0.576326002587322,0.4,0.45,0,13
2017-580,Australian Open,Hard,128,G,20170116,126,105173,Adrian Mannarino,L,FRA,28.5503080082,61,781,111575,Karen Khachanov,R,RUS,20.6570841889,52,875,0.4,0.057107386716325,0.050900062073247,0.593420235878337,0.5,0.113291139240506,0.043037974683544,0.659493670886076,0.35,0.5625,0,1
2017-580,Australian Open,Hard,128,G,20170116,127,106058,Jack Sock,R,USA,24.3121149897,20,1810,105732,Pierre Hugues Herbert,R,FRA,25.8343600274,73,705,0.75,0.083226632522407,0.040973111395647,0.660051216389245,0.35,0.110182767624021,0.053263707571802,0.648041775456919,0.75,0.333333333333333,1,7
2017-580,Australian Open,Hard,128,G,20170116,128,106071,Bernard Tomic,R,AUS,24.2381930185,27,1420,105064,Thomaz Bellucci,L,BRA,29.0485968515,62,771,0.6,0.116978989210676,0.036910846110165,0.642816581487791,0.5,0.064842355740631,0.045806067816776,0.646044021415824,0.5,0.45,1,6
